Pincode,Area,S/C Code,S/C Description,Region,State Code,State Description,ZONE
190006,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190007,SXR,SXA,SXR AIRPORT CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190008,SXR,SXA,SXR AIRPORT CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190009,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190010,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190011,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190012,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190014,SXR,SXA,SXR AIRPORT CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190015,SXR,SXA,SXR AIRPORT CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190017,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190020,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
190023,SXR,SXL,LALCHOWK SERVICE CENTRE,NORTH,JK,JAMMU AND KASHMIR,7
191201,GNL,GNL,GANDERBAL,NORTH,JK,JAMMU AND KASHMIR,7
192101,SXG,SXG,ANANTNAG,NORTH,JK,JAMMU AND KASHMIR,7
192102,SXG,SXG,ANANTNAG,NORTH,JK,JAMMU AND KASHMIR,7
192121,PUL,PUL,PULWAMA,NORTH,JK,JAMMU AND KASHMIR,7
192124,SXG,SXG,ANANTNAG,NORTH,JK,JAMMU AND KASHMIR,7
192125,SXG,SXG,ANANTNAG,NORTH,JK,JAMMU AND KASHMIR,7
192210,SXG,SXG,ANANTNAG,NORTH,JK,JAMMU AND KASHMIR,7
192301,PUL,PUL,PULWAMA,NORTH,JK,JAMMU AND KASHMIR,7
193101,BUU,BUU,BARAMULLA,NORTH,JK,JAMMU AND KASHMIR,7
193103,BUU,BUU,BARAMULLA,NORTH,JK,JAMMU AND KASHMIR,7
193123,BUU,BUU,BARAMULLA,NORTH,JK,JAMMU AND KASHMIR,7
193125,BUU,BUU,BARAMULLA,NORTH,JK,JAMMU AND KASHMIR,7
193202,SPE,SPE,SOPORE,NORTH,JK,JAMMU AND KASHMIR,7
194101,LDK,LDK,LEH LADAKH,NORTH,LA,LEH LADHAK,7
201001,GZB,GBD,GHAZIABAD,NORTH,UP,UTTAR PRADESH,5
201002,GZB,GBD,GHAZIABAD,NORTH,UP,UTTAR PRADESH,5
201003,GZB,GBD,GHAZIABAD,NORTH,UP,UTTAR PRADESH,5
201004,GZB,GGT,GHAZIABAD GT ROAD,NORTH,UP,UTTAR PRADESH,5
201005,GZB,GGT,GHAZIABAD GT ROAD,NORTH,UP,UTTAR PRADESH,5
201006,GZB,GGT,GHAZIABAD GT ROAD,NORTH,UP,UTTAR PRADESH,5
201007,GZB,GGT,GHAZIABAD GT ROAD,NORTH,UP,UTTAR PRADESH,5
201009,GCR,GCR,CROSSING REPUBLIC,NORTH,UP,UTTAR PRADESH,5
201010,GZB,GIP,INDIRAPURAM SERVICECENTRE,NORTH,UP,UTTAR PRADESH,5
201011,GZB,GGT,GHAZIABAD GT ROAD,NORTH,UP,UTTAR PRADESH,5
201012,GZB,GIP,INDIRAPURAM SERVICECENTRE,NORTH,UP,UTTAR PRADESH,5
201013,GZB,GBD,GHAZIABAD,NORTH,UP,UTTAR PRADESH,5
201014,GZB,GIP,INDIRAPURAM SERVICECENTRE,NORTH,UP,UTTAR PRADESH,5
201015,GCR,GCR,CROSSING REPUBLIC,NORTH,UP,UTTAR PRADESH,5
201016,GCR,GCR,CROSSING REPUBLIC,NORTH,UP,UTTAR PRADESH,5
201017,GZB,GBD,GHAZIABAD,NORTH,UP,UTTAR PRADESH,5
201018,GZB,GIP,INDIRAPURAM SERVICECENTRE,NORTH,UP,UTTAR PRADESH,5
201019,GZB,GIP,INDIRAPURAM SERVICECENTRE,NORTH,UP,UTTAR PRADESH,5
201020,GZB,GIP,INDIRAPURAM SERVICECENTRE,NORTH,UP,UTTAR PRADESH,5
201100,NDA,NHR,NOIDA HDFC RTO,NORTH,UP,UTTAR PRADESH,5
201102,GTO,GTO,GHAZIABAD GT RD EXPANSION,NORTH,UP,UTTAR PRADESH,5
201103,GTO,GTO,GHAZIABAD GT RD EXPANSION,NORTH,UP,UTTAR PRADESH,5
201201,MDN,MDN,MODINAGAR,NORTH,UP,UTTAR PRADESH,5
201204,MDN,MDN,MODINAGAR,NORTH,UP,UTTAR PRADESH,5
201206,MDN,MDN,MODINAGAR,NORTH,UP,UTTAR PRADESH,5
201301,NDA,NDO,NOIDA SECTOR 16,NORTH,UP,UTTAR PRADESH,5
201303,NDA,NDO,NOIDA SECTOR 16,NORTH,UP,UTTAR PRADESH,5
201304,NDA,NGN,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201305,NDA,NGN,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201306,NDA,GCT,GAUR CITY OFFICE,NORTH,UP,UTTAR PRADESH,5
201307,NDA,NDI,NOIDA SECTOR 63,NORTH,UP,UTTAR PRADESH,5
201308,GNO,GNO,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201309,NDA,NDI,NOIDA SECTOR 63,NORTH,UP,UTTAR PRADESH,5
201310,GNO,GNO,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201311,NDA,NGN,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201312,GNO,GNO,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201313,NDA,NGN,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
201314,DRI,DRI,DADRI,NORTH,UP,UTTAR PRADESH,5
201315,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
201316,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
201317,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
201318,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
202001,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202002,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202124,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202125,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202127,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202130,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202138,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202145,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
202280,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
203001,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203002,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203131,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203132,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203135,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
203150,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203201,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
203202,GNO,GNO,GREATER NOIDA,NORTH,UP,UTTAR PRADESH,5
203203,SKC,SKC,SIKANDRABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
203205,SKB,SKB,SIKANDRABAD,NORTH,UP,UTTAR PRADESH,5
203206,SKC,SKC,SIKANDRABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
203207,DRI,DRI,DADRI,NORTH,UP,UTTAR PRADESH,5
203209,GNZ,GNZ,ZEWAR,NORTH,UP,UTTAR PRADESH,5
203389,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203390,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203393,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203394,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203395,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203401,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203408,HPU,HPU,HAPUR,NORTH,UP,UTTAR PRADESH,5
203411,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
203412,BSR,BSR,BULANDSHAHAR,NORTH,UP,UTTAR PRADESH,5
204101,HRS,HRS,HATHRAS,NORTH,UP,UTTAR PRADESH,5
204213,HTR,HTR,HATHRAS,NORTH,UP,UTTAR PRADESH,5
204215,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
204216,HTR,HTR,HATHRAS,NORTH,UP,UTTAR PRADESH,5
205001,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205121,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205261,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205262,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205264,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205265,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205301,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
205303,MNI,MNI,MAINPURI,NORTH,UP,UTTAR PRADESH,5
206001,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206002,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206003,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206120,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206121,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206122,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206123,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206124,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206125,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206126,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206127,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206128,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206129,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206130,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206131,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206241,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206242,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206243,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206244,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206245,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
206246,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206247,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206249,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206252,ARY,ARY,AURAIYA,NORTH,UP,UTTAR PRADESH,5
206253,ETW,ETW,ETAWAH,NORTH,UP,UTTAR PRADESH,5
207001,ETA,ETA,ETAH,NORTH,UP,UTTAR PRADESH,5
208001,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208002,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208003,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208004,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208005,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208006,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208007,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208008,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208009,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
208010,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208011,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208012,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208013,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208014,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
208015,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208016,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208017,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208018,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208019,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208020,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
208021,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208022,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
208023,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
208024,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208025,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208026,KNP,SWC,SWAROOP NAGAR COUNTER,NORTH,UP,UTTAR PRADESH,5
208027,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
209101,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209111,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209112,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209115,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209121,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209125,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209202,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209203,KBF,KBF,CHAUBEPUR,NORTH,UP,UTTAR PRADESH,5
209204,KNE,KNE,KANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
209205,KBF,KBF,CHAUBEPUR,NORTH,UP,UTTAR PRADESH,5
209206,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
209214,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
209217,KBF,KBF,CHAUBEPUR,NORTH,UP,UTTAR PRADESH,5
209302,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209303,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209304,KBF,KBF,CHAUBEPUR,NORTH,UP,UTTAR PRADESH,5
209305,KNP,KNS,KANPUR OFFICE,NORTH,UP,UTTAR PRADESH,5
209306,KNE,KNE,KANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
209307,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209310,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209311,AKB,AKB,AKBARPUR KANPUR DEHAT,NORTH,UP,UTTAR PRADESH,5
209401,KNE,KNE,KANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
209402,KNE,KNE,KANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
209501,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209502,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209503,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209601,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209602,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209621,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209622,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209624,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209625,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209651,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209652,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209721,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209722,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209723,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209724,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209725,KNJ,KNJ,KANNAUJ,NORTH,UP,UTTAR PRADESH,5
209726,KNJ,KNJ,KANNAUJ,NORTH,UP,UTTAR PRADESH,5
209727,KNJ,KNJ,KANNAUJ,NORTH,UP,UTTAR PRADESH,5
209728,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209729,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209731,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209732,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209733,KNF,KNF,KANNUAJ,NORTH,UP,UTTAR PRADESH,5
209739,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209743,FOU,FOU,FARRUKHABAD OFFICE,NORTH,UP,UTTAR PRADESH,5
209801,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209821,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209825,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209827,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209831,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209841,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209859,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209861,KNP,KAO,KANPUR AREA OFFICE,NORTH,UP,UTTAR PRADESH,5
209862,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209863,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209865,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209866,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209867,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209868,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
209871,UNC,UNC,UNNAO,NORTH,UP,UTTAR PRADESH,5
210001,BND,BND,BANDA,NORTH,UP,UTTAR PRADESH,5
210010,ALB,ALB,ALLAHABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
210129,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210201,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210204,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210205,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210206,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210207,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210208,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210209,CKT,CKT,CHITRAKOOT,NORTH,UP,UTTAR PRADESH,5
210301,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210341,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210421,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210423,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210424,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210425,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210426,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210427,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210429,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210431,MOB,MOB,MAHOBA,NORTH,UP,UTTAR PRADESH,5
210501,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210502,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210504,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210505,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210506,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
210507,HMR,HMR,HAMIRPUR,NORTH,UP,UTTAR PRADESH,5
211001,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211002,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211003,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211004,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211005,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211006,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211007,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211008,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211009,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211010,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211011,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211012,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211013,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211014,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211015,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211016,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211017,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211018,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
211019,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
212105,ALB,ALB,ALLAHABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
212201,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212202,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212203,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212205,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212206,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212207,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212212,ALB,ALB,ALLAHABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
212213,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212217,KSB,KSB,KAUSHAMBI,NORTH,UP,UTTAR PRADESH,5
212301,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
212405,ALB,ALB,ALLAHABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
212601,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212620,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212622,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212635,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212651,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212652,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212655,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212657,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212663,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212664,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
212665,FHP,FHP,FATEHPUR,NORTH,UP,UTTAR PRADESH,5
221001,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221002,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221003,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221004,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221005,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221006,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221007,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221008,MGS,MGS,MUGHALSARAI,NORTH,UP,UTTAR PRADESH,5
221010,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221011,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221012,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221101,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221103,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221105,VRS,VCF,SARNATH,NORTH,UP,UTTAR PRADESH,5
221106,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221107,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221108,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221109,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221301,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221302,VRS,VRN,VARANASI,NORTH,UP,UTTAR PRADESH,5
221303,BDH,BDH,BHADOHI,NORTH,UP,UTTAR PRADESH,5
221304,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221306,BDH,BDH,BHADOHI,NORTH,UP,UTTAR PRADESH,5
221308,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221310,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221314,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221401,BDH,BDH,BHADOHI,NORTH,UP,UTTAR PRADESH,5
221402,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221403,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221404,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221406,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
221409,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
